IP_Addresss,target_onset,trial_resp_sp.keys,trial_resp_sp.corr,trial_resp_sp.rt,trials_train_loop.thisRepN,trials_train_loop.thisTrialN,trials_train_loop.thisN,trials_train_loop.thisIndex,trials_train_loop.ran,pic,correct_key,participant,date,expName,psychopyVersion,OS,frameRate,trial_resp_timing.keys,trial_resp_timing.rt,trials_train_timing.thisRepN,trials_train_timing.thisTrialN,trials_train_timing.thisN,trials_train_timing.thisIndex,trials_train_timing.ran,block_id,ontime,forcedRT_resp.keys,forcedRT_resp.corr,forcedRT_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
172.89.52.149,0,h,1,2.9667,0,0,0,2,1,h.PNG,h,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,f,1,1.0191,0,1,1,0,1,f.PNG,f,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,g,1,1.0023,0,2,2,1,1,g.PNG,g,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.9904,0,3,3,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,h,1,1.3721,1,0,4,2,1,h.PNG,h,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,1.0608,1,1,5,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,g,1,1.064,1,2,6,1,1,g.PNG,g,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.9778,1,3,7,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,h,1,2.5545,2,0,8,2,1,h.PNG,h,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,h,1,0.6263,2,1,9,2,1,h.PNG,h,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,g,1,0.7999,2,2,10,1,1,g.PNG,g,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.8236,2,3,11,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,g,1,1.048,3,0,12,1,1,g.PNG,g,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.9377,3,1,13,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.5983,3,2,14,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.7165,3,3,15,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,j,1,0.6994,4,0,16,3,1,j.PNG,j,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
,0,h,1,1.9173,4,1,17,2,1,h.PNG,h,60fcebda736e99e7729eb0c6,2021-10-19_12h45.37.722,forced_choiceRT,2021.1.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
